L_check,L,log10_inv_probability,log10_pec_sample,log10_total_sample
1200,101,0.21304831198368981,0.05306698753140787,0.26611531012250156
1200,201,0.3703217813168687,0.22240692712475993,0.5927287206329761
1200,301,0.47397258913673174,0.503239351307519,0.9772119498657682
1200,401,0.5350268251133286,0.8648909819727977,1.399917808504092
1200,501,0.5681531867058993,1.2696481848583165,1.837801368551519
1200,601,0.5852320619498919,1.6879320364582655,2.2731641019657527
1200,701,0.5937912437529546,2.1018755856443967,2.695666840259743
1200,801,0.598016895236974,2.5025298441960517,3.100546719357074
1200,901,0.6000885965242864,2.886351522687702,3.486440130319921
1200,1001,0.6010993907477051,3.252564850649614,3.8536642336706626
1200,1101,0.6015928456150016,3.6017878093225426,4.203380650172805
1200,1201,0.6041756190157486,3.9319167061584186,4.53609230633437
1200,1301,0.8148793869051504,3.9849820436711916,4.799861428043755
1200,1401,0.9721528595271826,4.154321989103184,5.126474827371818
1200,1501,1.0758036629669632,4.435154412542856,5.510958080423249
1200,1601,1.1368578980740347,4.796806058064445,5.933663968759223
1200,1701,1.169984258573518,5.201563239208033,6.371547492727189
1200,1801,1.1870631136493612,5.619847112688801,6.806910229797842
1200,1901,1.1956223090899591,6.033790639630635,7.229412941808004
1200,2001,1.1998479785275535,6.434444904839281,7.634292872508063
1200,2101,1.2019196672582475,6.818266582064727,8.020186236645042
1200,2201,1.2029304445061229,7.18447990912659,8.3874103587269
1200,2301,1.2034238976154283,7.533702880869631,8.73712676493963
1200,2401,1.206006683734032,7.863831816676141,9.069838478568414
1200,2501,1.4167104557248902,7.916897134377318,9.333607603752784
1200,2601,1.5739839370049222,8.086237071738685,9.660221009239889
1200,2701,1.6776347418729638,8.367069497922431,10.044704230588147
1200,2801,1.7386889586738308,8.728721142020731,10.467410091060085
1200,2901,1.7718153553760245,9.133478327728948,10.905293698762678
1200,3001,1.788894186467882,9.551762187388352,11.340656383096034
1300,1,0.002344544903112422,1.6566988126921543e-06,0.0023462195715877893
1300,101,0.21304831198368981,0.05306698753140787,0.26611531012250156
1300,201,0.3703217813168687,0.22240692712475993,0.5927287206329761
1300,301,0.47397258913673174,0.503239351307519,0.9772119498657682
1300,401,0.5350268251133286,0.8648909819727977,1.399917808504092
1300,501,0.5681531867058993,1.2696481848583165,1.837801368551519
1300,601,0.5852320619498919,1.6879320364582655,2.2731641019657527
1300,701,0.5937912437529546,2.1018755856443967,2.695666840259743
1300,801,0.598016895236974,2.5025298441960517,3.100546719357074
1300,901,0.6000885965242864,2.886351522687702,3.486440130319921
1300,1001,0.6010993907477051,3.252564850649614,3.8536642336706626
1300,1101,0.6015928456150016,3.6017878093225426,4.203380650172805
1300,1201,0.6018328754658526,3.9351834001619435,4.537016295419288
1300,1301,0.6042928205880224,4.251018403113269,4.855311224137002
1300,1401,0.8149965773693236,4.304083724789934,5.119080277610253
1300,1501,0.9722700482126084,4.473423668855543,5.445693699186824
1300,1601,1.0759208813993177,4.7542560956840765,5.830176992437158
1300,1701,1.1369751143977633,5.115907713442934,6.252882842210596
1300,1801,1.1701014797514868,5.52066494216467,6.690766403786374
1300,1901,1.1871803566901538,5.938948772992467,7.126129133462933
1300,2001,1.195739550029343,6.352892346970883,7.5486319164788815
1300,2101,1.1999651865222354,6.753546598072592,7.953511778449846
1300,2201,1.2020368690081868,7.137368260530433,8.339405135294394
1300,2301,1.203047661164707,7.503581599585779,8.706629255737665
1300,2401,1.2035411441453887,7.852804568440982,9.056345717614402
1300,2501,1.2037811639872822,8.186200129330334,9.389981307383952
1300,2601,1.2062410729772786,8.502035149438266,9.708276201406449
1300,2701,1.4169448714900126,8.555100487528126,9.972045345203014
1300,2801,1.5742183134944385,8.724440404899763,10.298658703641543
1300,2901,1.6778691253258708,9.005272840905336,10.683141982437897
1300,3001,1.7389233437163585,9.366924469137816,11.105847806017183
1400,1,0.002344544903112422,1.6566988126921543e-06,0.0023462195715877893
1400,101,0.21304831198368981,0.05306698753140787,0.26611531012250156
1400,201,0.3703217813168687,0.22240692712475993,0.5927287206329761
1400,301,0.47397258913673174,0.503239351307519,0.9772119498657682
1400,401,0.5350268251133286,0.8648909819727977,1.399917808504092
1400,501,0.5681531867058993,1.2696481848583165,1.837801368551519
1400,601,0.5852320619498919,1.6879320364582655,2.2731641019657527
1400,701,0.5937912437529546,2.1018755856443967,2.695666840259743
1400,801,0.598016895236974,2.5025298441960517,3.100546719357074
1400,901,0.6000885965242864,2.886351522687702,3.486440130319921
1400,1001,0.6010993907477051,3.252564850649614,3.8536642336706626
1400,1101,0.6015928456150016,3.6017878093225426,4.203380650172805
1400,1201,0.6018328754658526,3.9351834001619435,4.537016295419288
1400,1301,0.6019491617543618,4.254128668026609,4.856077848084192
1400,1401,0.6043500149908182,4.557072153869947,5.1614221920663095
1400,1501,0.8150538106027139,4.610137479508419,5.4251912773731785
1400,1601,0.9723272730336551,4.779477440740166,5.751804713330424
1400,1701,1.0759780763655449,5.06030987046313,6.136287959301768
1400,1801,1.1370322926727465,5.421961476261573,6.558993767554111
1400,1901,1.1701586419357681,5.826718677195974,6.996877297477851
1400,2001,1.1872375210382284,6.2450025349796645,7.432240057840898
1400,2101,1.1957967348760206,6.658946079975603,7.854742813455481
1400,2201,1.2000223663801557,7.059600333256444,8.259622697119172
1400,2301,1.2020940646415632,7.443422027491918,8.645516082545091
1400,2401,1.203104886778879,7.809635362818516,9.012740255739908
1400,2501,1.2035983314059167,8.158858318013062,9.362456657589622
1400,2601,1.203838331125714,8.492253887957185,9.696092240596485
1400,2701,1.2039546545629938,8.8111991839413,10.015153853034725
1400,2801,1.2063555179418095,9.114142702502006,10.320498209771447
1400,2901,1.4170592737910794,9.167208032413377,10.584267291514221
1400,3001,1.5743327412325538,9.336547976723926,10.910880738395905
1500,1,0.002344544903112422,1.6566988126921543e-06,0.0023462195715877893
1500,101,0.21304831198368981,0.05306698753140787,0.26611531012250156
1500,201,0.3703217813168687,0.22240692712475993,0.5927287206329761
1500,301,0.47397258913673174,0.503239351307519,0.9772119498657682
1500,401,0.5350268251133286,0.8648909819727977,1.399917808504092
1500,501,0.5681531867058993,1.2696481848583165,1.837801368551519
1500,601,0.5852320619498919,1.6879320364582655,2.2731641019657527
1500,701,0.5937912437529546,2.1018755856443967,2.695666840259743
1500,801,0.598016895236974,2.5025298441960517,3.100546719357074
1500,901,0.6000885965242864,2.886351522687702,3.486440130319921
1500,1001,0.6010993907477051,3.252564850649614,3.8536642336706626
1500,1101,0.6015928456150016,3.6017878093225426,4.203380650172805
1500,1201,0.6018328754658526,3.9351834001619435,4.537016295419288
1500,1301,0.6019491617543618,4.254128668026609,4.856077848084192
1500,1401,0.602006048320205,4.560078013407112,5.162084044318131
